{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.05, 'datetime': '2018-10-09 20:04:51.195606', 'mgs': 0, 'volt': 0.8301, 'depth': 0.47, 'time': 1, 'pitch': 3.41, 'roll': -3.53, 'pres': 170}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.32, 'datetime': '2018-10-09 20:04:57.454696', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 2, 'pitch': -0.1, 'roll': -1.4, 'pres': 171}
{'lipoC2': 7.32, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.45, 'datetime': '2018-10-09 20:04:57.470465', 'mgs': 0, 'volt': 0.835, 'depth': 0.546, 'time': 2, 'pitch': -0.56, 'roll': -1.6, 'pres': 171}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.49, 'datetime': '2018-10-09 20:04:57.486225', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 2, 'pitch': -1.05, 'roll': -1.76, 'pres': 172}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.5, 'datetime': '2018-10-09 20:04:57.502175', 'mgs': 0, 'volt': 0.8398, 'depth': 0.623, 'time': 2, 'pitch': -1.46, 'roll': -1.88, 'pres': 172}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.46, 'datetime': '2018-10-09 20:04:57.518000', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 2, 'pitch': -1.82, 'roll': -1.97, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.3, 'datetime': '2018-10-09 20:04:57.533859', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 3, 'pitch': -2.01, 'roll': -1.96, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.02, 'datetime': '2018-10-09 20:04:57.549668', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 3, 'pitch': -2.19, 'roll': -1.92, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.13, 'lipoC3S3': 11.63, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.31, 'datetime': '2018-10-09 20:04:57.565467', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 3, 'pitch': -2.42, 'roll': -1.82, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.13, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.61, 'datetime': '2018-10-09 20:04:57.581267', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 3, 'pitch': -2.54, 'roll': -1.78, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.83, 'datetime': '2018-10-09 20:04:57.597079', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 3, 'pitch': -2.42, 'roll': -1.77, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.96, 'datetime': '2018-10-09 20:04:57.612893', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 3, 'pitch': -2.2, 'roll': -1.83, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.0, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -1.05, 'datetime': '2018-10-09 20:04:57.628828', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 3, 'pitch': -1.76, 'roll': -1.83, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.0, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -1.02, 'datetime': '2018-10-09 20:04:57.644669', 'mgs': 0, 'volt': 0.8447, 'depth': 0.699, 'time': 3, 'pitch': -1.61, 'roll': -1.83, 'pres': 173}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.0, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.94, 'datetime': '2018-10-09 20:04:57.660475', 'mgs': 0, 'volt': 0.8496, 'depth': 0.775, 'time': 3, 'pitch': -1.8, 'roll': -1.84, 'pres': 174}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.93, 'datetime': '2018-10-09 20:04:57.676268', 'mgs': 0, 'volt': 0.8496, 'depth': 0.775, 'time': 3, 'pitch': -1.92, 'roll': -1.72, 'pres': 174}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.84, 'datetime': '2018-10-09 20:04:57.692110', 'mgs': 0, 'volt': 0.8496, 'depth': 0.775, 'time': 4, 'pitch': -1.91, 'roll': -1.62, 'pres': 174}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.68, 'datetime': '2018-10-09 20:04:57.707935', 'mgs': 0, 'volt': 0.8496, 'depth': 0.775, 'time': 4, 'pitch': -1.85, 'roll': -1.57, 'pres': 174}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.51, 'datetime': '2018-10-09 20:04:57.723889', 'mgs': 0, 'volt': 0.8545, 'depth': 0.851, 'time': 4, 'pitch': -1.75, 'roll': -1.51, 'pres': 175}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.0, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.32, 'datetime': '2018-10-09 20:04:57.739754', 'mgs': 0, 'volt': 0.8545, 'depth': 0.851, 'time': 4, 'pitch': -1.7, 'roll': -1.5, 'pres': 175}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.0, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.17, 'datetime': '2018-10-09 20:04:57.755568', 'mgs': 0, 'volt': 0.8545, 'depth': 0.851, 'time': 4, 'pitch': -1.78, 'roll': -1.45, 'pres': 175}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.0, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.12, 'datetime': '2018-10-09 20:04:57.771405', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 4, 'pitch': -1.99, 'roll': -1.28, 'pres': 176}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.0, 'lipoC3S3': 11.63, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.12, 'datetime': '2018-10-09 20:04:57.787212', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 4, 'pitch': -2.02, 'roll': -1.09, 'pres': 176}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.0, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.12, 'datetime': '2018-10-09 20:04:57.803025', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 4, 'pitch': -2.01, 'roll': -0.94, 'pres': 176}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.12, 'datetime': '2018-10-09 20:04:57.818813', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 4, 'pitch': -2.03, 'roll': -0.82, 'pres': 176}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.22, 'datetime': '2018-10-09 20:04:57.834627', 'mgs': 0, 'volt': 0.8594, 'depth': 0.928, 'time': 4, 'pitch': -2.22, 'roll': -0.68, 'pres': 176}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.35, 'datetime': '2018-10-09 20:04:57.850450', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 5, 'pitch': -2.54, 'roll': -0.57, 'pres': 177}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.41, 'datetime': '2018-10-09 20:04:57.866235', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 5, 'pitch': -2.83, 'roll': -0.56, 'pres': 177}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.41, 'datetime': '2018-10-09 20:04:57.882053', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 5, 'pitch': -3.02, 'roll': -0.55, 'pres': 177}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.41, 'datetime': '2018-10-09 20:04:57.897839', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 5, 'pitch': -3.14, 'roll': -0.57, 'pres': 177}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.41, 'datetime': '2018-10-09 20:04:57.913646', 'mgs': 0, 'volt': 0.8643, 'depth': 1.004, 'time': 5, 'pitch': -3.36, 'roll': -0.65, 'pres': 177}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.41, 'datetime': '2018-10-09 20:04:57.929644', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 5, 'pitch': -3.68, 'roll': -0.79, 'pres': 178}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.4, 'datetime': '2018-10-09 20:04:57.945496', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 5, 'pitch': -3.94, 'roll': -0.94, 'pres': 178}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': -0.4, 'datetime': '2018-10-09 20:04:57.961300', 'mgs': 0, 'volt': 0.8691, 'depth': 1.08, 'time': 5, 'pitch': -4.18, 'roll': -1.09, 'pres': 178}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.03, 'datetime': '2018-10-09 20:04:57.977095', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 1, 'pitch': -5.14, 'roll': -0.4, 'pres': 179}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.28, 'datetime': '2018-10-09 20:04:57.992911', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 1, 'pitch': -5.16, 'roll': -0.48, 'pres': 179}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.54, 'datetime': '2018-10-09 20:04:58.008674', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 1, 'pitch': -5.12, 'roll': -0.6, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 0.79, 'datetime': '2018-10-09 20:04:58.024461', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 1, 'pitch': -4.95, 'roll': -0.74, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.07, 'datetime': '2018-10-09 20:04:58.040359', 'mgs': 0, 'volt': 0.874, 'depth': 1.157, 'time': 1, 'pitch': -4.66, 'roll': -0.94, 'pres': 179}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.3, 'datetime': '2018-10-09 20:04:58.056236', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 1, 'pitch': -4.35, 'roll': -1.12, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.52, 'datetime': '2018-10-09 20:04:58.072067', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 1, 'pitch': -4.0, 'roll': -1.3, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.7, 'datetime': '2018-10-09 20:04:58.087876', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 1, 'pitch': -3.78, 'roll': -1.43, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.81, 'datetime': '2018-10-09 20:04:58.103714', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -3.7, 'roll': -1.44, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.87, 'datetime': '2018-10-09 20:04:58.119505', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -3.7, 'roll': -1.41, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.61, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.87, 'datetime': '2018-10-09 20:04:58.135355', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -3.77, 'roll': -1.31, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.84, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.69, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.88, 'datetime': '2018-10-09 20:04:58.151319', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -4.0, 'roll': -1.2, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.88, 'datetime': '2018-10-09 20:04:58.167095', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -4.32, 'roll': -1.08, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.89, 'datetime': '2018-10-09 20:04:58.182896', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -4.65, 'roll': -0.95, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.89, 'datetime': '2018-10-09 20:04:58.198659', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -4.81, 'roll': -0.84, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.89, 'datetime': '2018-10-09 20:04:58.214415', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -4.85, 'roll': -0.71, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.85, 'temp': 27.06, 'lipoC3S3': 11.63, 'lipoC3S2': 7.7, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.8, 'datetime': '2018-10-09 20:04:58.230296', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 2, 'pitch': -4.78, 'roll': -0.57, 'pres': 180}
{'lipoC2': 7.32, 'lipoC3S1': 3.75, 'temp': 27.06, 'lipoC3S3': 11.43, 'lipoC3S2': 7.54, 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'state': 'normal', 'yaw': 1.68, 'datetime': '2018-10-09 20:04:58.246126', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 3, 'pitch': -4.63, 'roll': -0.46, 'pres': 180}
{'lipoC2': 7.33, 'lipoC3S1': 3.8, 'temp': 27.06, 'lipoC3S3': 11.54, 'lipoC3S2': 7.62, 'rot1': 0, 'rot0': 0, 'rot3': 1, 'rot2': 1, 'state': 'normal', 'yaw': 1.52, 'datetime': '2018-10-09 20:04:58.261935', 'mgs': 0, 'volt': 0.8789, 'depth': 1.233, 'time': 3, 'pitch': -4.35, 'roll': -0.31, 'pres': 180}
{'lipoC2': 7.32, 'lipoC3S1': 3.81, 'temp': 27.06, 'lipoC3S3': 11.56, 'lipoC3S2': 7.64, 'rot1': 0, 'rot0': 0, 'rot3': 2, 'rot2': 1, 'state': 'normal', 'yaw': 1.31, 'datetime': '2018-10-09 20:04:58.277726', 'mgs': 0, 'volt': 0.8984, 'depth': 1.538, 'time': 3, 'pitch': -3.69, 'roll': -0.03, 'pres': 184}
